"value","reportDate","prettyValue","realty_id","Адрес","URL","year_built","floor_count","ceiling","Тип.перекрытий","Подъездов","Количество.лифтов","flats","Реновация","Аварийность","Детская.площадка","Спортивная.площадка","Расстояние.до.первой.станции","Расстояние.до.второй.станции","Расстояние.до.третьей.станции","Название.первой.станции","Название.второй.станции","Название.третьей.станции","Ближайшая.станция.после.тритмента.расстояние","Ближайшая.станция.после.тритмента","Ближайшая.станция.до.тритмента.расстояние","Ближайшая.станция.до.тритмента","Сокращение.расстояния","cumprod","discounted_value","Number.of.queries","new_realty_id","grocery","clinic","nursery","school","api_url","Пассажирские","Грузовые","Грузовых.на.подъезд","elevators","gas_supply","sports","playground","treatment","distance","weights","subclass"
264706,"2024-05-01","264 706 ₽/м²",57,"Москва, улица Генерала Тюленева, 17","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+17&totalArea=51.0&roomsCount=2&offerId=302404390&floor=floorOther&repairType=repairTypeCosmetic",1974,12,2.48,"Железобетонные",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",669,1699,2408,"Генерала Тюленева","Тютчевская","Тёплый Стан",669,"Генерала Тюленева",2408,"Тёплый Стан",1739,1.6694,158563.55576854,12641,57,11,0,13,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0%20%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C%2017",6,0,0,2,0,0,1,1,0.782233767411059,1,"593"
264706,"2024-06-01","264 706 ₽/м²",57,"Москва, улица Генерала Тюленева, 17","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+17&totalArea=51.0&roomsCount=2&offerId=302404390&floor=floorOther&repairType=repairTypeCosmetic",1974,12,2.48,"Железобетонные",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",669,1699,2408,"Генерала Тюленева","Тютчевская","Тёплый Стан",669,"Генерала Тюленева",2408,"Тёплый Стан",1739,1.7547,150855.416880378,21350,57,11,0,13,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0%20%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C%2017",6,0,0,2,0,0,1,1,0.782233767411059,1,"594"
249020,"2024-07-01","249 020 ₽/м²",57,"Москва, улица Генерала Тюленева, 17","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+17&totalArea=51.0&roomsCount=2&offerId=302404390&floor=floorOther&repairType=repairTypeCosmetic",1974,12,2.48,"Железобетонные",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",669,1699,2408,"Генерала Тюленева","Тютчевская","Тёплый Стан",669,"Генерала Тюленева",2408,"Тёплый Стан",1739,1.7547,141915.99703653,14210,57,11,0,13,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0%20%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C%2017",6,0,0,2,0,0,1,1,0.782233767411059,1,"595"
285825,"2024-08-01","285 825 ₽/м²",57,"Москва, улица Генерала Тюленева, 17","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+17&totalArea=51.0&roomsCount=2&offerId=302404390&floor=floorOther&repairType=repairTypeCosmetic",1974,12,2.48,"Железобетонные",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",669,1699,2408,"Генерала Тюленева","Тютчевская","Тёплый Стан",669,"Генерала Тюленева",2408,"Тёплый Стан",1739,1.7547,162891.092494443,28204,57,11,0,13,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0%20%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C%2017",6,0,0,2,0,0,1,1,0.782233767411059,1,"596"
285334,"2024-09-01","285 334 ₽/м²",57,"Москва, улица Генерала Тюленева, 17","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+17&totalArea=51.0&roomsCount=2&offerId=302404390&floor=floorOther&repairType=repairTypeCosmetic",1974,12,2.48,"Железобетонные",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",669,1699,2408,"Генерала Тюленева","Тютчевская","Тёплый Стан",669,"Генерала Тюленева",2408,"Тёплый Стан",1739,1.6769,170155.64434373,78510,57,11,0,13,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0%20%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C%2017",6,0,0,2,0,0,1,1,0.782233767411059,1,"597"
283289,"2024-10-01","283 289 ₽/м²",57,"Москва, улица Генерала Тюленева, 17","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+17&totalArea=51.0&roomsCount=2&offerId=302404390&floor=floorOther&repairType=repairTypeCosmetic",1974,12,2.48,"Железобетонные",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",669,1699,2408,"Генерала Тюленева","Тютчевская","Тёплый Стан",669,"Генерала Тюленева",2408,"Тёплый Стан",1739,1.6769,168936.132148608,19733,57,11,0,13,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0%20%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C%2017",6,0,0,2,0,0,1,1,0.782233767411059,1,"598"
300713,"2024-11-01","300 713 ₽/м²",57,"Москва, улица Генерала Тюленева, 17","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+17&totalArea=51.0&roomsCount=2&offerId=302404390&floor=floorOther&repairType=repairTypeCosmetic",1974,12,2.48,"Железобетонные",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",669,1699,2408,"Генерала Тюленева","Тютчевская","Тёплый Стан",669,"Генерала Тюленева",2408,"Тёплый Стан",1739,1.6769,179326.733854136,17202,57,11,0,13,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0%20%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C%2017",6,0,0,2,0,0,1,1,0.782233767411059,1,"599"
280235,"2024-12-01","280 235 ₽/м²",57,"Москва, улица Генерала Тюленева, 17","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+17&totalArea=51.0&roomsCount=2&offerId=302404390&floor=floorOther&repairType=repairTypeCosmetic",1974,12,2.48,"Железобетонные",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",669,1699,2408,"Генерала Тюленева","Тютчевская","Тёплый Стан",669,"Генерала Тюленева",2408,"Тёплый Стан",1739,1.6248,172473.535204333,38138,57,11,0,13,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0%20%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C%2017",6,0,0,2,0,0,1,1,0.782233767411059,1,"600"
252941,"2025-01-01","252 941 ₽/м²",57,"Москва, улица Генерала Тюленева, 17","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+17&totalArea=51.0&roomsCount=2&offerId=302404390&floor=floorOther&repairType=repairTypeCosmetic",1974,12,2.48,"Железобетонные",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",669,1699,2408,"Генерала Тюленева","Тютчевская","Тёплый Стан",669,"Генерала Тюленева",2408,"Тёплый Стан",1739,1.6248,155675.160019695,20747,57,11,0,13,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0%20%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C%2017",6,0,0,2,0,0,1,1,0.782233767411059,1,"601"
252941,"2025-02-01","252 941 ₽/м²",57,"Москва, улица Генерала Тюленева, 17","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+17&totalArea=51.0&roomsCount=2&offerId=302404390&floor=floorOther&repairType=repairTypeCosmetic",1974,12,2.48,"Железобетонные",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",669,1699,2408,"Генерала Тюленева","Тютчевская","Тёплый Стан",669,"Генерала Тюленева",2408,"Тёплый Стан",1739,1.6248,155675.160019695,15638,57,11,0,13,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0%20%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C%2017",6,0,0,2,0,0,1,1,0.782233767411059,1,"602"
250000,"2020-03-01","250 000 ₽/м²",59,"Москва, улица Теплый Стан, 15К7","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A7&totalArea=52.0&roomsCount=2&offerId=309113077&floor=floorOther&repairType=repairTypeCosmetic",1973,12,2.48,"Другие",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",421,1241,2279,"Генерала Тюленева","Тёплый Стан","Тютчевская",421,"Генерала Тюленева",1241,"Тёплый Стан",820,1,250000,145,59,13,0,15,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2015%D0%9A7",6,0,0,2,0,0,1,0,0.608523859330362,1,"673"
250000,"2020-04-01","250 000 ₽/м²",59,"Москва, улица Теплый Стан, 15К7","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A7&totalArea=52.0&roomsCount=2&offerId=309113077&floor=floorOther&repairType=repairTypeCosmetic",1973,12,2.48,"Другие",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",421,1241,2279,"Генерала Тюленева","Тёплый Стан","Тютчевская",421,"Генерала Тюленева",1241,"Тёплый Стан",820,1,250000,104,59,13,0,15,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2015%D0%9A7",6,0,0,2,0,0,1,0,0.608523859330362,1,"672"
250000,"2020-05-01","250 000 ₽/м²",59,"Москва, улица Теплый Стан, 15К7","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A7&totalArea=52.0&roomsCount=2&offerId=309113077&floor=floorOther&repairType=repairTypeCosmetic",1973,12,2.48,"Другие",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",421,1241,2279,"Генерала Тюленева","Тёплый Стан","Тютчевская",421,"Генерала Тюленева",1241,"Тёплый Стан",820,1,250000,89,59,13,0,15,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2015%D0%9A7",6,0,0,2,0,0,1,0,0.608523859330362,1,"671"
233333,"2020-06-01","233 333 ₽/м²",59,"Москва, улица Теплый Стан, 15К7","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A7&totalArea=52.0&roomsCount=2&offerId=309113077&floor=floorOther&repairType=repairTypeCosmetic",1973,12,2.48,"Другие",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",421,1241,2279,"Генерала Тюленева","Тёплый Стан","Тютчевская",421,"Генерала Тюленева",1241,"Тёплый Стан",820,1.0508,222052.72173582,140,59,13,0,15,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2015%D0%9A7",6,0,0,2,0,0,1,0,0.608523859330362,1,"670"
233333,"2020-07-01","233 333 ₽/м²",59,"Москва, улица Теплый Стан, 15К7","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A7&totalArea=52.0&roomsCount=2&offerId=309113077&floor=floorOther&repairType=repairTypeCosmetic",1973,12,2.48,"Другие",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",421,1241,2279,"Генерала Тюленева","Тёплый Стан","Тютчевская",421,"Генерала Тюленева",1241,"Тёплый Стан",820,1.0508,222052.72173582,285,59,13,0,15,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2015%D0%9A7",6,0,0,2,0,0,1,0,0.608523859330362,1,"669"
211566,"2020-08-01","211 566 ₽/м²",59,"Москва, улица Теплый Стан, 15К7","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A7&totalArea=52.0&roomsCount=2&offerId=309113077&floor=floorOther&repairType=repairTypeCosmetic",1973,12,2.48,"Другие",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",421,1241,2279,"Генерала Тюленева","Тёплый Стан","Тютчевская",421,"Генерала Тюленева",1241,"Тёплый Стан",820,1.0508,201338.028169014,231,59,13,0,15,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2015%D0%9A7",6,0,0,2,0,0,1,0,0.608523859330362,1,"668"
200682,"2020-09-01","200 682 ₽/м²",59,"Москва, улица Теплый Стан, 15К7","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A7&totalArea=52.0&roomsCount=2&offerId=309113077&floor=floorOther&repairType=repairTypeCosmetic",1973,12,2.48,"Другие",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",421,1241,2279,"Генерала Тюленева","Тёплый Стан","Тютчевская",421,"Генерала Тюленева",1241,"Тёплый Стан",820,1.1582,173270.592298394,165,59,13,0,15,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2015%D0%9A7",6,0,0,2,0,0,1,0,0.608523859330362,1,"667"
200682,"2020-10-01","200 682 ₽/м²",59,"Москва, улица Теплый Стан, 15К7","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A7&totalArea=52.0&roomsCount=2&offerId=309113077&floor=floorOther&repairType=repairTypeCosmetic",1973,12,2.48,"Другие",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",421,1241,2279,"Генерала Тюленева","Тёплый Стан","Тютчевская",421,"Генерала Тюленева",1241,"Тёплый Стан",820,1.1582,173270.592298394,171,59,13,0,15,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2015%D0%9A7",6,0,0,2,0,0,1,0,0.608523859330362,1,"666"
167296,"2020-11-01","167 296 ₽/м²",59,"Москва, улица Теплый Стан, 15К7","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A7&totalArea=52.0&roomsCount=2&offerId=309113077&floor=floorOther&repairType=repairTypeCosmetic",1973,12,2.48,"Другие",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",421,1241,2279,"Генерала Тюленева","Тёплый Стан","Тютчевская",421,"Генерала Тюленева",1241,"Тёплый Стан",820,1.1582,144444.828181661,1252,59,13,0,15,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2015%D0%9A7",6,0,0,2,0,0,1,0,0.608523859330362,1,"665"
170175,"2020-12-01","170 175 ₽/м²",59,"Москва, улица Теплый Стан, 15К7","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A7&totalArea=52.0&roomsCount=2&offerId=309113077&floor=floorOther&repairType=repairTypeCosmetic",1973,12,2.48,"Другие",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",421,1241,2279,"Генерала Тюленева","Тёплый Стан","Тютчевская",421,"Генерала Тюленева",1241,"Тёплый Стан",820,1.2571,135371.092196325,3965,59,13,0,15,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2015%D0%9A7",6,0,0,2,0,0,1,0,0.608523859330362,1,"664"
189394,"2021-01-01","189 394 ₽/м²",59,"Москва, улица Теплый Стан, 15К7","https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A7&totalArea=52.0&roomsCount=2&offerId=309113077&floor=floorOther&repairType=repairTypeCosmetic",1973,12,2.48,"Другие",3,"6 пассажирских",168,"Нет","Нет","Да","Нет",421,1241,2279,"Генерала Тюленева","Тёплый Стан","Тютчевская",421,"Генерала Тюленева",1241,"Тёплый Стан",820,1.2571,150659.454299578,4242,59,13,0,15,9,"https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2015%D0%9A7",6,0,0,2,0,0,1,0,0.608523859330362,1,"663"
