value,reportDate,prettyValue,realty_id,Адрес,URL,Год постройки,Этажность,Высота потолков,Тип перекрытий,Подъездов,Количество лифтов,Квартир,Реновация,Аварийность,Детская площадка,Спортивная площадка,Расстояние до первой станции,Расстояние до второй станции,Расстояние до третьей станции,Название первой станции,Название второй станции,Название третьей станции,Ближайшая станция после тритмента расстояние,Ближайшая станция после тритмента,Ближайшая станция до тритмента расстояние,Ближайшая станция до тритмента,Сокращение расстояния,discounted_value,Number of queries,new_realty_id,grocery,clinic,nursery,school,api_url,cumprod,Пассажирские,Грузовые,Грузовых на подъезд,Пассажирских на подъезд,Газоснабжение_dummy,Спортивная площадка binary,Детская площадка binary,PCA_Component
200000.0,2021-09-01,200 000 ₽/м²,88,"Москва, пос. Завода Мосрентген, 16",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+16&totalArea=33.2&roomsCount=1&offerId=302189887&floor=floorOne&repairType=repairTypeCosmetic,1975,9,2.65,Другие,1,1 пассажирский,54.0,Нет,Нет,Да,Нет,1658.0,1660.0,4127.0,Генерала Тюленева,Тютчевская,Саларьево,1658.0,Генерала Тюленева,4127.0,Саларьево,2469.0,137249.5196266813,11447.0,85,8,0,4,3,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D0%BF%D0%BE%D1%81.%20%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0%20%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C%2016,1.4572,1,0,0.0,1.0,1,0,1,-2.6777701377361955
308338.0,2021-09-01,308 338 ₽/м²,15,"Москва, улица Обручева, 28К2",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D0%B1%D1%80%D1%83%D1%87%D0%B5%D0%B2%D0%B0%2C+28%D0%9A2&totalArea=71.6&roomsCount=4&offerId=311912659&floor=floorOther&repairType=repairTypeCosmetic,1966,16,2.6,Другие,1,"1 пассажирский, 1 грузовой",111.0,Нет,Нет,Нет,Нет,978.0,1816.0,2680.0,Университет Дружбы Народов,Воронцовская,Новаторская,978.0,Университет Дружбы Народов,1816.0,Воронцовская,838.0,211596.2119132583,11447.0,15,29,2,13,6,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%9E%D0%B1%D1%80%D1%83%D1%87%D0%B5%D0%B2%D0%B0%2C%2028%D0%9A2,1.4572,1,1,1.0,1.0,0,0,0,1.0350605475314298
206119.0,2021-09-01,206 119 ₽/м²,67,"Москва, пос. Завода Мосрентген, улица Героя России Соломатина, 18",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D1%80%D0%BE%D1%8F+%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8+%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%2C+18&totalArea=50.5&roomsCount=1&offerId=310314749&floor=floorTwo&repairType=repairTypeWithout,2002,10,2.65,Железобетонные,6,"6 пассажирских, 6 грузовых",248.0,Нет,Нет,Нет,Нет,914.0,3626.0,4160.0,Тютчевская,Тёплый Стан,Саларьево,914.0,Тютчевская,3626.0,Тёплый Стан,2712.0,141448.6686796596,11447.0,66,6,0,2,2,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D0%BF%D0%BE%D1%81.%20%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0%20%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%93%D0%B5%D1%80%D0%BE%D1%8F%20%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8%20%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%2C%2018,1.4572,6,6,1.0,1.0,0,0,0,-3.3693447394130818
194633.0,2021-09-01,194 633 ₽/м²,71,"Москва, пос. Завода Мосрентген, 28",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+28&totalArea=33.3&roomsCount=1&offerId=307890576&floor=floorTwo&repairType=repairTypeCosmetic,1971,9,2.7,Другие,1,1 пассажирский,54.0,Нет,Нет,Да,Нет,1597.0,1603.0,4054.0,Тютчевская,Генерала Тюленева,Саларьево,1597.0,Тютчевская,4054.0,Саларьево,2457.0,133566.4287674993,11447.0,70,7,0,4,2,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D0%BF%D0%BE%D1%81.%20%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0%20%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C%2028,1.4572,1,0,0.0,1.0,1,0,1,-2.9464417556005236
238462.0,2021-09-01,238 462 ₽/м²,18,"Москва, улица Академика Волгина, 15К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+15%D0%9A1&totalArea=63.0&roomsCount=3&offerId=300302109&floor=floorOther&repairType=repairTypeEuro,1971,12,2.64,Железобетонные,3,6 пассажирских,143.0,Нет,Нет,Да,Нет,715.0,1354.0,1952.0,Университет Дружбы Народов,Беляево,Воронцовская,715.0,Университет Дружбы Народов,1354.0,Беляево,639.0,163643.97474608838,11447.0,18,33,1,11,9,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0%20%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C%2015%D0%9A1,1.4572,6,0,0.0,2.0,0,0,1,1.3812922834926575
272727.0,2021-09-01,272 727 ₽/м²,36,"Москва, улица Теплый Стан, 12К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+12%D0%9A1&totalArea=38.5&roomsCount=2&offerId=310625201&floor=floorOther&repairType=repairTypeCosmetic,1975,14,2.64,Другие,1,2 пассажирских,97.0,Нет,Нет,Да,Нет,595.0,2180.0,3557.0,Генерала Тюленева,Тёплый Стан,Коньково,595.0,Генерала Тюленева,2180.0,Тёплый Стан,1585.0,187158.24869612957,11447.0,36,12,0,12,8,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2012%D0%9A1,1.4572,2,0,0.0,2.0,0,0,1,0.0914878477271782
246780.0,2021-09-01,246 780 ₽/м²,17,"Москва, улица Академика Волгина, 15К3",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+15%D0%9A3&totalArea=66.4&roomsCount=3&offerId=311328806&floor=floorOther&repairType=repairTypeWithout,1981,16,2.6,Железобетонные,2,"2 пассажирских, 2 грузовых",121.0,Нет,Нет,Да,Нет,527.0,1228.0,1953.0,Университет Дружбы Народов,Беляево,Калужская,527.0,Университет Дружбы Народов,1228.0,Беляево,701.0,169352.18226736205,11447.0,17,36,1,12,9,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0%20%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C%2015%D0%9A3,1.4572,2,2,1.0,1.0,0,0,1,1.725599794953185
302632.0,2021-09-01,302 632 ₽/м²,34,"Москва, улица Теплый Стан, 25К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+25%D0%9A1&totalArea=37.6&roomsCount=1&offerId=310947195&floor=floorLast&repairType=repairTypeEuro,1981,16,2.64,Железобетонные,4,8 пассажирских,255.0,Нет,Нет,Нет,Нет,473.0,2061.0,2517.0,Генерала Тюленева,Тёплый Стан,Тютчевская,473.0,Генерала Тюленева,2061.0,Тёплый Стан,1588.0,207680.4831183091,11447.0,34,16,0,13,9,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2025%D0%9A1,1.4572,8,0,0.0,2.0,0,0,0,0.7044669770520331
187879.0,2021-09-01,187 879 ₽/м²,87,"Москва, пос. Завода Мосрентген, 24",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+24&totalArea=64.1&roomsCount=3&offerId=313274507&floor=floorOther&repairType=repairTypeCosmetic,1972,12,2.64,Железобетонные,1,2 пассажирских,84.0,Нет,Нет,Нет,Нет,1641.0,3472.0,4311.0,Тютчевская,Корниловская,Саларьево,1641.0,Тютчевская,4311.0,Саларьево,2670.0,128931.51248970628,11447.0,84,8,0,4,4,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D0%BF%D0%BE%D1%81.%20%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0%20%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C%2024,1.4572,2,0,0.0,2.0,0,0,0,-2.4622409276935673
262717.0,2021-09-01,262 717 ₽/м²,16,"Москва, Миклухо-Маклая улица, 25",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F+%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C+25&totalArea=38.7&roomsCount=1&offerId=310270512&floor=floorLast&repairType=repairTypeDesign,1967,1,2.5,Железобетонные,4,4 пассажирских,144.0,Нет,Нет,Да,Да,480.0,950.0,2251.0,Университет Дружбы Народов,Беляево,Калужская,480.0,Университет Дружбы Народов,950.0,Беляево,470.0,180288.91023881416,11447.0,16,34,1,13,8,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D0%9C%D0%B8%D0%BA%D0%BB%D1%83%D1%85%D0%BE-%D0%9C%D0%B0%D0%BA%D0%BB%D0%B0%D1%8F%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%2C%2025,1.4572,4,0,0.0,1.0,1,1,1,1.5886660572625877
270000.0,2021-09-01,270 000 ₽/м²,30,"Москва, улица Теплый Стан, 21К2",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+21%D0%9A2&totalArea=26.0&roomsCount=1&offerId=308076419&floor=floorOther&repairType=repairTypeWithout,1973,9,2.64,Другие,2,2 пассажирских,176.0,Нет,Нет,Да,Да,327.0,2076.0,2268.0,Генерала Тюленева,Тёплый Стан,Тютчевская,327.0,Генерала Тюленева,2076.0,Тёплый Стан,1749.0,185286.85149601975,11447.0,30,15,0,14,11,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2021%D0%9A2,1.4572,2,0,0.0,1.0,1,1,1,1.2672632773110195
292415.0,2021-09-01,292 415 ₽/м²,14,"Москва, улица Обручева, 28к6",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D0%B1%D1%80%D1%83%D1%87%D0%B5%D0%B2%D0%B0%2C+28%D0%BA6&totalArea=41.0&roomsCount=1&offerId=311945204&floor=floorOther&repairType=repairTypeEuro,2005,18,2.64,Другие,2,"4 пассажирских, 2 грузовых",136.0,Нет,Нет,Нет,Нет,715.0,2063.0,2928.0,Университет Дружбы Народов,Воронцовская,Новаторская,715.0,Университет Дружбы Народов,2063.0,Воронцовская,1348.0,200669.09140818007,11447.0,14,26,1,10,6,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%9E%D0%B1%D1%80%D1%83%D1%87%D0%B5%D0%B2%D0%B0%2C%2028%D0%BA6,1.4572,4,2,1.0,2.0,0,0,0,0.1778275106174485
290820.0,2021-09-01,290 820 ₽/м²,73,"Москва, улица Академика Опарина, 4к1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%9E%D0%BF%D0%B0%D1%80%D0%B8%D0%BD%D0%B0%2C+4%D0%BA1&totalArea=54.0&roomsCount=1&offerId=313034357&floor=floorOther&repairType=repairTypeDesign,2010,16,2.7,Железобетонные,8,"13 пассажирских, 3 грузовых",416.0,Нет,Нет,Да,Да,475.0,2167.0,3113.0,Университет Дружбы Народов,Коньково,Тропарёво,475.0,Университет Дружбы Народов,2167.0,Коньково,1692.0,199574.5264891573,11447.0,72,16,4,6,3,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0%20%D0%9E%D0%BF%D0%B0%D1%80%D0%B8%D0%BD%D0%B0%2C%204%D0%BA1,1.4572,13,3,0.375,1.625,0,1,1,-1.3102105013213614
259128.0,2021-09-01,259 128 ₽/м²,20,"Москва, улица Академика Волгина, 13",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+13&totalArea=45.3&roomsCount=2&offerId=307780981&floor=floorOther&repairType=repairTypeWithout,1967,9,2.7,Другие,4,4 пассажирских,144.0,Нет,Нет,Нет,Нет,889.0,1180.0,1935.0,Университет Дружбы Народов,Беляево,Воронцовская,889.0,Университет Дружбы Народов,1180.0,Беляево,291.0,177825.96760911337,11447.0,20,32,2,11,9,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0%20%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C%2013,1.4572,4,0,0.0,1.0,1,0,0,1.4713148251335535
234578.0,2021-09-01,234 578 ₽/м²,31,"Москва, улица Теплый Стан, 4",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+4&totalArea=50.6&roomsCount=2&offerId=310662654&floor=floorOther&repairType=repairTypeWithout,1977,16,2.48,Железобетонные,3,6 пассажирских,329.0,Нет,Нет,Да,Да,269.0,1482.0,2491.0,Генерала Тюленева,Тёплый Стан,Тютчевская,269.0,Генерала Тюленева,1482.0,Тёплый Стан,1213.0,160978.58907493824,11447.0,31,11,0,13,11,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%204,1.4572,6,0,0.0,2.0,0,1,1,0.8698133580287931
250905.0,2021-09-01,250 905 ₽/м²,97,"Москва, улица Теплый Стан, 12К4",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+12%D0%9A4&totalArea=49.8&roomsCount=3&offerId=313168066&floor=floorOther&repairType=repairTypeCosmetic,1975,9,2.64,Другие,8,8 пассажирских,288.0,Нет,Нет,Да,Нет,717.0,2290.0,3667.0,Генерала Тюленева,Тёплый Стан,Коньково,717.0,Генерала Тюленева,2290.0,Тёплый Стан,1573.0,172182.95360966236,11447.0,94,13,0,12,8,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2012%D0%9A4,1.4572,8,0,0.0,1.0,0,0,1,0.1446302555488775
226532.0,2021-09-01,226 532 ₽/м²,38,"Москва, улица Теплый Стан, 25К4",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+25%D0%9A4&totalArea=62.0&roomsCount=3&offerId=288824068&floor=floorOther&repairType=repairTypeCosmetic,1973,12,2.48,Другие,3,6 пассажирских,168.0,Нет,Нет,Да,Нет,809.0,2518.0,2523.0,Генерала Тюленева,Тютчевская,Тёплый Стан,809.0,Генерала Тюленева,2523.0,Тёплый Стан,1714.0,155457.04090035683,11447.0,38,18,0,12,8,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2025%D0%9A4,1.4572,6,0,0.0,2.0,0,0,1,0.4103422946573741
213634.0,2021-09-01,213 634 ₽/м²,63,"Москва, улица Теплый Стан, 15К5",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+15%D0%9A5&totalArea=61.5&roomsCount=3&offerId=294319016&floor=floorOther&repairType=repairTypeWithout,1973,12,2.48,Другие,3,6 пассажирских,168.0,Нет,Нет,Да,Нет,608.0,1265.0,2222.0,Генерала Тюленева,Тёплый Стан,Тютчевская,608.0,Генерала Тюленева,1265.0,Тёплый Стан,657.0,146605.81937963216,11447.0,63,11,0,15,8,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2015%D0%9A5,1.4572,6,0,0.0,2.0,0,0,1,0.5929863038917672
257813.0,2021-09-01,257 813 ₽/м²,72,"Москва, пос. Завода Мосрентген, 29",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+29&totalArea=33.9&roomsCount=1&offerId=311586464&floor=floorOther&repairType=repairTypeWithout,1973,9,2.5,Железобетонные,1,1 пассажирский,54.0,Нет,Нет,Нет,Нет,1597.0,1603.0,4054.0,Тютчевская,Генерала Тюленева,Саларьево,1597.0,Тютчевская,4054.0,Саларьево,2457.0,176923.55201756794,11447.0,71,6,0,4,2,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D0%BF%D0%BE%D1%81.%20%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0%20%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C%2029,1.4572,1,0,0.0,1.0,1,0,0,-2.999584163422223
257207.0,2021-09-01,257 207 ₽/м²,39,"Москва, улица Теплый Стан, 27",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+27&totalArea=54.0&roomsCount=2&offerId=311120890&floor=floorLast&repairType=repairTypeCosmetic,1981,16,2.64,Железобетонные,8,16 пассажирских,510.0,Нет,Нет,Да,Нет,669.0,2243.0,3620.0,Генерала Тюленева,Тёплый Стан,Коньково,669.0,Генерала Тюленева,2243.0,Тёплый Стан,1574.0,176507.68597309908,11447.0,39,15,0,13,8,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2027,1.4572,16,0,0.0,2.0,0,0,1,0.4357953591877055
229263.0,2021-09-01,229 263 ₽/м²,90,"Москва, улица Генерала Тюленева, 27",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+27&totalArea=52.1&roomsCount=2&offerId=302329954&floor=floorOther&repairType=repairTypeCosmetic,1979,16,2.48,Другие,2,4 пассажирских,207.0,Нет,Нет,Да,Нет,1140.0,1258.0,2234.0,Генерала Тюленева,Тёплый Стан,Тютчевская,1140.0,Генерала Тюленева,1258.0,Тёплый Стан,118.0,157331.18309085918,11447.0,87,8,0,9,7,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0%20%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C%2027,1.4572,4,0,0.0,2.0,0,0,1,-0.8912518575885355
