value,reportDate,prettyValue,realty_id,Адрес,URL,Год постройки,Тип дома,Этажность,Строительная серия,Высота потолков,Газоснабжение,Отопление,Тип перекрытий,Подъездов,Количество лифтов,Мусоропроводов,Квартир,Реновация,Аварийность,Детская площадка,Спортивная площадка,Фонд капитального ремонта,Расстояние до первой станции,Расстояние до второй станции,Расстояние до третьей станции,Название первой станции,Название второй станции,Название третьей станции,Ближайшая станция после тритмента расстояние,Ближайшая станция после тритмента,Ближайшая станция до тритмента расстояние,Ближайшая станция до тритмента,Сокращение расстояния,discounted_value,Number of queries,new_realty_id,grocery,clinic,nursery,school,api_url,cumprod
371280.0,2022-02-01,371 280 ₽/м²,81,"Москва, улица Обручева, 4К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D0%B1%D1%80%D1%83%D1%87%D0%B5%D0%B2%D0%B0%2C+4%D0%9A1&totalArea=44.6&roomsCount=2&offerId=303885699&floor=floorOther&repairType=repairTypeCosmetic,1967,,18,Индивидуальный проект,2.7,Отсутствует,,Другие,3.0,"3 пассажирских, 3 грузовых",,191.0,Нет,Нет,Нет,Нет,,1624.0,2125.0,3488.0,Университет Дружбы Народов,Новаторская,Юго-Западная,1624.0,Университет Дружбы Народов,2125.0,Новаторская,501.0,246125.29002320187,4637.0,79,24,0,14,7,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%9E%D0%B1%D1%80%D1%83%D1%87%D0%B5%D0%B2%D0%B0%2C%204%D0%9A1,1.5085
261782.0,2022-02-01,261 782 ₽/м²,24,"Москва, улица Академика Арцимовича, 8",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%90%D1%80%D1%86%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87%D0%B0%2C+8&totalArea=45.8&roomsCount=2&offerId=311262176&floor=floorLast&repairType=repairTypeCosmetic,1968,Панельный,9,II-57,2.6,Центральное,Центральное,Железобетонные,5.0,5 пассажирских,5,160.0,Нет,Нет,Нет,Нет,,1060.0,1194.0,1407.0,Университет Дружбы Народов,Беляево,Коньково,1060.0,Университет Дружбы Народов,1194.0,Беляево,134.0,173537.9516075572,4637.0,24,35,2,12,7,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0%20%D0%90%D1%80%D1%86%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87%D0%B0%2C%208,1.5085
193054.0,2022-02-01,193 054 ₽/м²,83,"Москва, пос. Завода Мосрентген, улица Героя России Соломатина, 17",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D1%80%D0%BE%D1%8F+%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8+%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%2C+17&totalArea=67.3&roomsCount=3&offerId=312621729&floor=floorOther&repairType=repairTypeEuro,1999,Панельный,10,Индивидуальный проект,2.8,Отсутствует,Центральное,Железобетонные,2.0,2 пассажирских,2,80.0,Нет,Нет,Нет,Нет,На счете регионального оператора,1352.0,2834.0,4136.0,Тютчевская,Корниловская,Саларьево,1352.0,Тютчевская,4136.0,Саларьево,2784.0,127977.46105402718,4637.0,80,3,0,1,0,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D0%BF%D0%BE%D1%81.%20%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0%20%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%93%D0%B5%D1%80%D0%BE%D1%8F%20%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8%20%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%B0%D1%82%D0%B8%D0%BD%D0%B0%2C%2017,1.5085
246988.0,2022-02-01,246 988 ₽/м²,72,"Москва, пос. Завода Мосрентген, 29",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+29&totalArea=33.9&roomsCount=1&offerId=311586464&floor=floorOther&repairType=repairTypeWithout,1973,Кирпичный,9,1-447,2.5,Центральное,Центральное,Железобетонные,1.0,1 пассажирский,1,54.0,Нет,Нет,Нет,Нет,На счете регионального оператора,1597.0,1603.0,4054.0,Тютчевская,Генерала Тюленева,Саларьево,1597.0,Тютчевская,4054.0,Саларьево,2457.0,163730.8584686775,4637.0,71,6,0,4,2,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D0%BF%D0%BE%D1%81.%20%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0%20%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C%2029,1.5085
261845.0,2022-02-01,261 845 ₽/м²,34,"Москва, улица Теплый Стан, 25К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+25%D0%9A1&totalArea=37.6&roomsCount=1&offerId=310947195&floor=floorLast&repairType=repairTypeEuro,1981,Панельный,16,П-44,2.64,Отсутствует,Центральное,Железобетонные,4.0,8 пассажирских,4,255.0,Нет,Нет,Нет,Нет,,473.0,2061.0,2517.0,Генерала Тюленева,Тёплый Стан,Тютчевская,473.0,Генерала Тюленева,2061.0,Тёплый Стан,1588.0,173579.71494862446,4637.0,34,16,0,13,9,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2025%D0%9A1,1.5085
303784.0,2022-02-01,303 784 ₽/м²,28,"Москва, улица Академика Волгина, 31К2",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+31%D0%9A2&totalArea=64.0&roomsCount=3&offerId=310639393&floor=floorOther&repairType=repairTypeCosmetic,1967,Панельный,9,1605-АМ,2.64,Центральное,Центральное,Железобетонные,4.0,4 пассажирских,4,143.0,Нет,Нет,Да,Нет,На специальном счете организации,1213.0,1317.0,1340.0,Университет Дружбы Народов,Коньково,Беляево,1213.0,Университет Дружбы Народов,1317.0,Коньково,104.0,201381.5048060988,4637.0,28,32,2,12,5,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0%20%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C%2031%D0%9A2,1.5085
224162.0,2022-02-01,224 162 ₽/м²,69,"Москва, пос. Завода Мосрентген, 31",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+31&totalArea=44.9&roomsCount=2&offerId=308567781&floor=floorOther&repairType=repairTypeWithout,1982,,9,,,Центральное,Центральное,Другие,8.0,8 пассажирских,8,285.0,Нет,Нет,Да,Да,На счете регионального оператора,1353.0,1579.0,4184.0,Тютчевская,Генерала Тюленева,Саларьево,1353.0,Тютчевская,4184.0,Саларьево,2831.0,148599.27079880677,4637.0,68,7,0,4,2,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D0%BF%D0%BE%D1%81.%20%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0%20%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C%2031,1.5085
309701.0,2022-02-01,309 701 ₽/м²,30,"Москва, улица Теплый Стан, 21К2",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9+%D0%A1%D1%82%D0%B0%D0%BD%2C+21%D0%9A2&totalArea=26.0&roomsCount=1&offerId=308076419&floor=floorOther&repairType=repairTypeWithout,1973,,9,,2.64,Центральное,Центральное,Другие,2.0,2 пассажирских,2,176.0,Нет,Нет,Да,Да,На счете регионального оператора,327.0,2076.0,2268.0,Генерала Тюленева,Тёплый Стан,Тютчевская,327.0,Генерала Тюленева,2076.0,Тёплый Стан,1749.0,205303.94431554526,4637.0,30,15,0,14,11,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%A2%D0%B5%D0%BF%D0%BB%D1%8B%D0%B9%20%D0%A1%D1%82%D0%B0%D0%BD%2C%2021%D0%9A2,1.5085
326923.0,2022-02-01,326 923 ₽/м²,78,"Москва, улица Академика Волгина, 14К3",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+14%D0%9A3&totalArea=75.6&roomsCount=3&offerId=307390635&floor=floorOther&repairType=repairTypeEuro,1999,Панельный,17,П-3М,2.64,Отсутствует,Центральное,Железобетонные,3.0,"3 пассажирских, 3 грузовых",3,192.0,Нет,Нет,Да,Да,На специальном счете у регионального оператора,1246.0,1345.0,2077.0,Университет Дружбы Народов,Коньково,Беляево,1246.0,Университет Дружбы Народов,1345.0,Коньково,99.0,216720.5833609546,4637.0,76,22,1,9,5,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0%20%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C%2014%D0%9A3,1.5085
319149.0,2022-02-01,319 149 ₽/м²,25,"Москва, улица Островитянова, 9К5",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+9%D0%9A5&totalArea=120.0&roomsCount=3&offerId=303870632&floor=floorOther&repairType=repairTypeCosmetic,2004,Панельный,22,Индивидуальный проект,2.78,Отсутствует,Центральное,Железобетонные,2.0,"4 пассажирских, 2 грузовых",2,121.0,Нет,Нет,Нет,Нет,На счете регионального оператора,1317.0,2144.0,2423.0,Университет Дружбы Народов,Коньково,Тропарёво,1317.0,Университет Дружбы Народов,2144.0,Коньково,827.0,211567.11965528672,4637.0,25,22,3,9,3,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C%209%D0%9A5,1.5085
392781.0,2022-02-01,392 781 ₽/м²,79,"Москва, улица Островитянова, 11К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C+11%D0%9A1&totalArea=120.0&roomsCount=4&offerId=303619557&floor=floorOther&repairType=repairTypeDesign,2004,Монолитный,16,Индивидуальный проект,3.0,Центральное,Центральное,Железобетонные,1.0,2 пассажирских,1,50.0,Нет,Нет,Нет,Нет,,1241.0,1397.0,2357.0,Университет Дружбы Народов,Коньково,Беляево,1241.0,Университет Дружбы Народов,1397.0,Коньково,156.0,260378.52171030827,4637.0,77,21,1,8,2,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%82%D1%8F%D0%BD%D0%BE%D0%B2%D0%B0%2C%2011%D0%9A1,1.5085
240476.0,2022-02-01,240 476 ₽/м²,74,"Москва, улица Академика Волгина, 19",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C+19&totalArea=65.0&roomsCount=3&offerId=312577524&floor=floorOther&repairType=repairTypeCosmetic,1971,Панельный,12,,2.64,Отсутствует,Центральное,Железобетонные,3.0,6 пассажирских,3,143.0,Нет,Нет,Нет,Нет,На специальном счете организации,473.0,1124.0,2031.0,Университет Дружбы Народов,Беляево,Калужская,473.0,Университет Дружбы Народов,1124.0,Беляево,651.0,159413.98740470666,4637.0,73,34,2,13,10,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0%20%D0%92%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D0%B0%2C%2019,1.5085
237614.0,2022-03-01,237 614 ₽/м²,57,"Москва, улица Генерала Тюленева, 17",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+17&totalArea=51.0&roomsCount=2&offerId=302404390&floor=floorOther&repairType=repairTypeCosmetic,1974,Блочный,12,,2.48,Отсутствует,Центральное,Железобетонные,3.0,6 пассажирских,3,168.0,Нет,Нет,Да,Нет,На счете регионального оператора,669.0,1699.0,2408.0,Генерала Тюленева,Тютчевская,Тёплый Стан,669.0,Генерала Тюленева,2408.0,Тёплый Стан,1739.0,154958.91482979,6103.0,57,11,0,13,9,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0%20%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C%2017,1.5334
356722.0,2022-03-01,356 722 ₽/м²,47,"Москва, улица Академика Виноградова, 1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+1&totalArea=102.2&roomsCount=3&offerId=311371966&floor=floorOther&repairType=repairTypeEuro,2011,Монолитный,23,Индивидуальный проект,2.8,Отсутствует,Центральное,Железобетонные,5.0,"5 пассажирских, 5 грузовых",5,321.0,Нет,Нет,Да,Да,На счете регионального оператора,880.0,2434.0,3811.0,Генерала Тюленева,Тёплый Стан,Коньково,880.0,Генерала Тюленева,2434.0,Тёплый Стан,1554.0,232634.66805791052,6103.0,47,15,0,11,6,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0%20%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C%201,1.5334
313380.0,2022-03-01,313 380 ₽/м²,14,"Москва, улица Обручева, 28к6",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%9E%D0%B1%D1%80%D1%83%D1%87%D0%B5%D0%B2%D0%B0%2C+28%D0%BA6&totalArea=41.0&roomsCount=1&offerId=311945204&floor=floorOther&repairType=repairTypeEuro,2005,Панельный,18,КОПЭ,2.64,Отсутствует,Центральное,Другие,2.0,"4 пассажирских, 2 грузовых",2,136.0,Нет,Нет,Нет,Нет,На счете регионального оператора,715.0,2063.0,2928.0,Университет Дружбы Народов,Воронцовская,Новаторская,715.0,Университет Дружбы Народов,2063.0,Воронцовская,1348.0,204369.37524455457,6103.0,14,26,1,10,6,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%9E%D0%B1%D1%80%D1%83%D1%87%D0%B5%D0%B2%D0%B0%2C%2028%D0%BA6,1.5334
274045.0,2022-03-01,274 045 ₽/м²,43,"Москва, улица Академика Виноградова, 4К2",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C+4%D0%9A2&totalArea=40.0&roomsCount=2&offerId=310967629&floor=floorOther,1975,,14,,2.64,Отсутствует,Центральное,Другие,1.0,2 пассажирских,1,96.0,Нет,Нет,Да,Нет,На счете регионального оператора,924.0,2754.0,4133.0,Генерала Тюленева,Тёплый Стан,Коньково,924.0,Генерала Тюленева,2754.0,Тёплый Стан,1830.0,178717.22968566584,6103.0,43,12,0,11,6,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0%20%D0%92%D0%B8%D0%BD%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D0%B2%D0%B0%2C%204%D0%9A2,1.5334
254425.0,2022-03-01,254 425 ₽/м²,87,"Москва, пос. Завода Мосрентген, 24",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+24&totalArea=64.1&roomsCount=3&offerId=313274507&floor=floorOther&repairType=repairTypeCosmetic,1972,Блочный,12,II-18-01/12,2.64,Отсутствует,Центральное,Железобетонные,1.0,2 пассажирских,1,84.0,Нет,Нет,Нет,Нет,,1641.0,3472.0,4311.0,Тютчевская,Корниловская,Саларьево,1641.0,Тютчевская,4311.0,Саларьево,2670.0,165922.13382026867,6103.0,84,8,0,4,4,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D0%BF%D0%BE%D1%81.%20%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0%20%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C%2024,1.5334
254454.0,2022-03-01,254 454 ₽/м²,42,"Москва, улица Академика Варги, 3",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0+%D0%92%D0%B0%D1%80%D0%B3%D0%B8%2C+3&totalArea=60.8&roomsCount=3&offerId=302971287&floor=floorOther&repairType=repairTypeCosmetic,1995,Панельный,14,П-55,2.64,Отсутствует,Центральное,Другие,7.0,14 пассажирских,7,320.0,Нет,Нет,Да,Да,На счете регионального оператора,982.0,2714.0,4090.0,Генерала Тюленева,Тёплый Стан,Коньково,982.0,Генерала Тюленева,2714.0,Тёплый Стан,1732.0,165941.04604147645,6103.0,42,17,0,12,7,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D0%B8%D0%BA%D0%B0%20%D0%92%D0%B0%D1%80%D0%B3%D0%B8%2C%203,1.5334
265928.0,2022-03-01,265 928 ₽/м²,54,"Москва, улица Генерала Тюленева, 7К1",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D1%83%D0%BB%D0%B8%D1%86%D0%B0+%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0+%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C+7%D0%9A1&totalArea=61.0&roomsCount=3&offerId=311126074&floor=floorOther&repairType=repairTypeCosmetic,1973,Панельный,9,,2.64,Центральное,Центральное,Железобетонные,12.0,12 пассажирских,12,429.0,Нет,Нет,Да,Нет,На счете регионального оператора,598.0,1877.0,2194.0,Генерала Тюленева,Тютчевская,Тёплый Стан,598.0,Генерала Тюленева,2194.0,Тёплый Стан,1596.0,173423.7641841659,6103.0,54,14,0,11,10,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D1%83%D0%BB%D0%B8%D1%86%D0%B0%20%D0%93%D0%B5%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D0%B0%20%D0%A2%D1%8E%D0%BB%D0%B5%D0%BD%D0%B5%D0%B2%D0%B0%2C%207%D0%9A1,1.5334
241279.0,2022-03-01,241 279 ₽/м²,89,"Москва, пос. Завода Мосрентген, 15",https://www.cian.ru/kalkulator-nedvizhimosti/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C+%D0%BF%D0%BE%D1%81.+%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0+%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C+15&totalArea=60.3&roomsCount=3&offerId=309818928&floor=floorLast&repairType=repairTypeCosmetic,1976,Кирпичный,9,1-447,2.5,Центральное,Центральное,Железобетонные,1.0,1 пассажирский,1,54.0,Нет,Нет,Нет,Нет,,1658.0,1660.0,4127.0,Генерала Тюленева,Тютчевская,Саларьево,1658.0,Генерала Тюленева,4127.0,Саларьево,2469.0,157349.02830311726,6103.0,86,8,0,3,2,https://api.cian.ru/price-estimator/v2/get-infrastructure-nearby-block/?address=%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B0%2C%20%D0%BF%D0%BE%D1%81.%20%D0%97%D0%B0%D0%B2%D0%BE%D0%B4%D0%B0%20%D0%9C%D0%BE%D1%81%D1%80%D0%B5%D0%BD%D1%82%D0%B3%D0%B5%D0%BD%2C%2015,1.5334
